チケットID,チケット名,運営会社,全運営会社,会社数,联名フラグ,地域コード,地域,地域(中),跨地域,発売タイプコード,発売タイプ,発売タイプ(中),媒体,紙チケット,スマホチケット,発売状況コード,発売状況図例,発売開始,発売終了,大人料金,小人料金,最低料金,料金,有効期間,有効日数,発売期間,利用期間,フリー区間,区間地図,利用可能設備,制限事項,制限数,発売箇所,問合せ,備考,公式URL,公式リンク,拡張項目,詳細URL,保存ファイル,表示順,取得日時,タイトル,発売数量,申込期間,申込場所,元索引
hokuriku3ken,北陸３県２Ｄａｙパス,あいの風とやま鉄道,['あいの風とやま鉄道' 'IRいしかわ鉄道' 'ハピラインふくい'],3,TRUE,hokusinetu,北信越,北信越,['北信越'],holiday,週末限定タイプ,周末限定,['デジタル'],FALSE,TRUE,period,〜2027/3/31,,2027/3/31,2800,1400,1400,"大人：2,800円／小人：1,400円",２日間,2,2024年3月16日〜2027年3月31日,"2024年3月16日〜2027年3月31日の土曜日・日曜日・祝日とその翌日 
 
2026年4月1日〜2026年4月9日 
 
2026年4月27日〜2026年5月7日 
 
2026年7月21日〜2026年8月31日 
 
2025年9月13日〜2025年9月24日 
 
2026年12月1日〜2027年1月7日 
 
2026年3月22日〜2027年3月31日",,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/hokuriku3ken.gif'],,[],0,RYDE PASS my route tabiwa by WESTER ふくアプリ(ふくいMaaS) ジョルダンモバイルチケット,"ハピラインふくい：0776-20-0294 
 IRいしかわ鉄道：0778-22-0617 
 あいの風とやま鉄道：0778-21-0706",,https://www.hapi-line.co.jp/ticket/ticket_plan/05,"[{'text': 'ハピラインふくい', 'url': 'https://www.hapi-line.co.jp/ticket/ticket_plan/05'}
 {'text': 'IRいしかわ鉄道', 'url': 'https://www.ishikawa-railway.jp/ticket/ticket_plan/'}
 {'text': 'あいの風とやま鉄道', 'url': 'https://ainokaze.co.jp/ticket/plan#s01'}
 {'text': 'RYDE PASS', 'url': 'https://pass.ryde-go.com/products/D1R2L4SWPQ8V'}
 {'text': 'my route', 'url': 'https://top.myroute.fun/ticket/ishikawa'}
 {'text': 'tabiwa by WESTER', 'url': 'https://app.tabi-wester.westjr.co.jp/eticketDetails?ticket_id=N3002300'}
 {'text': 'ジョルダンモバイルチケット', 'url': 'https://ticket.jorudan.co.jp/ishikawa-railway/hokuriku/ja/'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/hokuriku3ken.htm,hokuriku3ken.htm,55,2026-08-10 01:30:50.424840+00:00,北陸３県２Ｄａｙパス,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/hokuriku3ken.htm
manyo01,万葉線１日フリー乗車券,万葉線,['万葉線'],1,FALSE,hokusinetu,北信越,北信越,['北信越'],tunen,通年発売タイプ,全年发售,['実券'],TRUE,FALSE,on_sale,発売中,,,900,450,450,"大人：900円／小人：450円 
 親子セット：1,100円",１日間,1,通年,通年,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/manyo01.gif'],,[],0,車内,万葉線 TEL:0766-25-4139,,http://www.manyosen.co.jp/timetable/profit/index.html,"[{'text': '万葉線', 'url': 'http://www.manyosen.co.jp/timetable/profit/index.html'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/manyo01.htm,manyo01.htm,56,2026-08-10 01:30:50.424840+00:00,万葉線１日フリー乗車券,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/manyo01.htm
manyo03,万葉線･海王丸セットクーポン,万葉線,['万葉線'],1,FALSE,hokusinetu,北信越,北信越,['北信越'],tunen,通年発売タイプ,全年发售,['実券'],TRUE,FALSE,on_sale,発売中,,,1100,550,550,"大人：1,100円／小人：550円",１日間,1,通年,通年,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/manyo01.gif'],,"['海王丸乗船券(大人400円,小人200円)付き']",1,車内,万葉線 TEL:0766-25-4139,,http://www.manyosen.co.jp/timetable/profit/index.html,"[{'text': '万葉線', 'url': 'http://www.manyosen.co.jp/timetable/profit/index.html'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/manyo03.htm,manyo03.htm,57,2026-08-10 01:30:50.424840+00:00,万葉線･海王丸セットクーポン,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/manyo03.htm
manyo04,高岡まちなか乗り放題１日フリーきっぷ,万葉線,['万葉線'],1,FALSE,hokusinetu,北信越,北信越,['北信越'],tunen,通年発売タイプ,全年发售,['実券'],TRUE,FALSE,on_sale,発売中,,,500,250,250,大人：500円 小人：250円,１日間,1,通年,通年,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/manyo04.gif'],,[],0,"高岡駅観光案内所,新高岡駅観光交流センター",万葉線 TEL:0766-25-4139,,https://www.manyosen.co.jp/timetable/profit/,"[{'text': '万葉線', 'url': 'https://www.manyosen.co.jp/timetable/profit/'}
 {'text': 'たかおか道しるべ', 'url': 'https://www.takaoka.or.jp/service/#post-2839'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/manyo04.htm,manyo04.htm,58,2026-08-10 01:30:50.424840+00:00,高岡まちなか乗り放題１日フリーきっぷ,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/manyo04.htm
manyo05,新湊グルメ＆万葉線フリーきっぷ,万葉線,['万葉線'],1,FALSE,hokusinetu,北信越,北信越,['北信越'],tunen,通年発売タイプ,全年发售,['デジタル'],FALSE,TRUE,on_sale,発売中,,,2300,1900,1900,"大人：2,300円 小人：1,900円",１日間,1,通年,通年,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/manyo01.gif'],,[],0,my route(マイルート),万葉線 TEL:0766-25-4139,,https://toyama-city.myroute.fun/info/500/,"[{'text': '富山myroute推進協議会', 'url': 'https://toyama-city.myroute.fun/info/500/'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/manyo05.htm,manyo05.htm,59,2026-08-10 01:30:50.424840+00:00,新湊グルメ＆万葉線フリーきっぷ,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/manyo05.htm
ishikawa04,トレインパーク白山 IR・シャトルバスフリー乗車券,IRいしかわ鉄道,['IRいしかわ鉄道'],1,FALSE,hokusinetu,北信越,北信越,['北信越'],tunen,通年発売タイプ,全年发售,['デジタル'],FALSE,TRUE,on_sale,発売中,,,600,300,300,大人：600円／小人：300円,１日,1,通年,通年,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/irishikawa04.gif'],,[],0,RYDE PASS tabiwa by WESTER,IRいしかわ鉄道 TEL:076-256-0560,,http://www.ishikawa-railway.jp/ticket/ticket_plan.html,"[{'text': 'IRいしかわ鉄道', 'url': 'http://www.ishikawa-railway.jp/ticket/ticket_plan.html'}
 {'text': 'RYDE PASS', 'url': 'https://pass.ryde-go.com/products/QV804YSZZ7R9'}
 {'text': 'tabiwa by WESTER', 'url': 'https://app.tabi-wester.westjr.co.jp/eticketDetails?ticket_id=NH002900'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/ishikawa04.htm,ishikawa04.htm,61,2026-08-10 01:30:50.424840+00:00,トレインパーク白山 IR・シャトルバスフリー乗車券,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/ishikawa04.htm
ishikawa01,IRいしかわ(金沢・倶利伽羅)１日フリーきっぷ,IRいしかわ鉄道,['IRいしかわ鉄道'],1,FALSE,hokusinetu,北信越,北信越,['北信越'],holiday,週末限定タイプ,周末限定,['実券' 'デジタル'],TRUE,TRUE,on_sale,発売中,,,500,,500,大人：500円／小人：---円,１日,1,通年,"土休日 
 5/1〜5/2,7/24〜8/31,12/25〜1/5)",,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/irishikawa01.gif'],,[],0,"加賀温泉,小松,松任,金沢,津幡 
 tabiwa by WESTER RYDE PASS",IRいしかわ鉄道 TEL:076-256-0560,,http://www.ishikawa-railway.jp/ticket/ticket_plan.html,"[{'text': 'IRいしかわ鉄道', 'url': 'http://www.ishikawa-railway.jp/ticket/ticket_plan.html'}
 {'text': 'RYDE PASS', 'url': 'https://pass.ryde-go.com/products/1N8XL4SYYW8Q'}
 {'text': 'tabiwa by WESTER', 'url': 'https://app.tabi-wester.westjr.co.jp/eticketDetails?ticket_id=NH001800'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/ishikawa01.htm,ishikawa01.htm,62,2026-08-10 01:30:50.424840+00:00,IRいしかわ(金沢・倶利伽羅) １日フリーきっぷ,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/ishikawa01.htm
ishikawa02,IRいしかわ(金沢・大聖寺)１日フリーきっぷ,IRいしかわ鉄道,['IRいしかわ鉄道'],1,FALSE,hokusinetu,北信越,北信越,['北信越'],holiday,週末限定タイプ,周末限定,['実券' 'デジタル'],TRUE,TRUE,on_sale,発売中,,,1000,,1000,"大人：1,000円／小人：---円",１日,1,通年,"土休日 
 5/1〜5/2,7/24〜8/31,12/25〜1/5)",,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/irishikawa02.gif'],,[],0,"加賀温泉,小松,松任,金沢,津幡 
 RYDE PASS",IRいしかわ鉄道 TEL:076-256-0560,,http://www.ishikawa-railway.jp/ticket/ticket_plan.html,"[{'text': 'IRいしかわ鉄道', 'url': 'http://www.ishikawa-railway.jp/ticket/ticket_plan.html'}
 {'text': 'RYDE PASS', 'url': 'https://pass.ryde-go.com/products/DV8DYDSJ918X'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/ishikawa02.htm,ishikawa02.htm,63,2026-08-10 01:30:50.424840+00:00,IRいしかわ(大聖寺・金沢) １日フリーきっぷ,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/ishikawa02.htm
ishikawa03,IRいしかわ(全線)１日フリーきっぷ,IRいしかわ鉄道,['IRいしかわ鉄道'],1,FALSE,hokusinetu,北信越,北信越,['北信越'],holiday,週末限定タイプ,周末限定,['実券' 'デジタル'],TRUE,TRUE,on_sale,発売中,,,1500,,1500,"大人：1,500円／小人：---円",１日,1,通年,"土休日 
 5/1〜5/2,7/24〜8/31,12/25〜1/5)",,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/irishikawa03.gif'],,[],0,"加賀温泉,小松,松任,金沢,津幡 
 RYDE PASS",IRいしかわ鉄道 TEL:076-256-0560,,http://www.ishikawa-railway.jp/ticket/ticket_plan.html,"[{'text': 'IRいしかわ鉄道', 'url': 'http://www.ishikawa-railway.jp/ticket/ticket_plan.html'}
 {'text': 'RYDE PASS', 'url': 'https://pass.ryde-go.com/products/MW849MS54P37'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/ishikawa03.htm,ishikawa03.htm,64,2026-08-10 01:30:50.424840+00:00,IRいしかわ(全線) １日フリーきっぷ,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/ishikawa03.htm
ishikawa11,子育て応援・金沢スマイルきっぷ,IRいしかわ鉄道,['IRいしかわ鉄道'],1,FALSE,hokusinetu,北信越,北信越,['北信越'],kikan,期間限定タイプ,期间限定,['デジタル'],FALSE,TRUE,period,2025/7/11  〜2027/3/31,2025/7/11,2027/3/31,400,100,100,大人：400円／小人：100円／中学生：200円,１日,1,2026年4月1日〜2027年3月31日,"2026年4月1日〜2027年3月31日の土日祝 
 
2026年4月1日〜2026年4月6日 
 
2026年4月27日〜2026年5月1日 
 
2026年7月21日〜2026年8月31日 
 
2026年12月21日〜2027年1月6日 
 
2027年3月22日〜2027年3月31日",,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/irishikawa11.gif'],,['大人券の利用は小学生または中学生との同時利用に限る。'],1,"加賀温泉,小松,松任,金沢,津幡 
 tabiwa by WESTER RYDE PASS ジョルダン「乗換案内」 my route 
 マルチコピー機設置のセブンイレブン店舗",IRいしかわ鉄道 TEL:076-256-0560,,http://www.ishikawa-railway.jp/ticket/ticket_plan.html,"[{'text': 'IRいしかわ鉄道', 'url': 'http://www.ishikawa-railway.jp/ticket/ticket_plan.html'}
 {'text': 'RYDE PASS', 'url': 'https://pass.ryde-go.com/products/078W0DS1458Z'}
 {'text': 'tabiwa by WESTER', 'url': 'https://app.tabi-wester.westjr.co.jp/eticketDetails?ticket_id=N3001300'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/ishikawa11.htm,ishikawa11.htm,68,2026-08-10 01:30:50.424840+00:00,子育て応援・金沢スマイルきっぷ,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/ishikawa11.htm
ishikawa12,子育て応援・白山スマイルきっぷ,IRいしかわ鉄道,['IRいしかわ鉄道'],1,FALSE,hokusinetu,北信越,北信越,['北信越'],kikan,期間限定タイプ,期间限定,['デジタル'],FALSE,TRUE,period,2025/7/11  〜2027/3/31,2025/7/11,2027/3/31,400,100,100,大人：400円／小人：100円／中学生：200円,１日,1,2026年4月1日〜2027年3月31日,"2026年4月1日〜2027年3月31日の土日祝 
 
2026年4月1日〜2026年4月6日 
 
2026年4月27日〜2026年5月1日 
 
2026年7月21日〜2026年8月31日 
 
2026年12月21日〜2027年1月6日 
 
2027年3月22日〜2027年3月31日",,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/irishikawa12.gif'],,['大人券の利用は小学生または中学生との同時利用に限る。'],1,"加賀温泉,小松,松任,金沢,津幡 
 tabiwa by WESTER RYDE PASS ジョルダン「乗換案内」 my route 
 マルチコピー機設置のセブンイレブン店舗",IRいしかわ鉄道 TEL:076-256-0560,,http://www.ishikawa-railway.jp/ticket/ticket_plan.html,"[{'text': 'IRいしかわ鉄道', 'url': 'http://www.ishikawa-railway.jp/ticket/ticket_plan.html'}
 {'text': 'RYDE PASS', 'url': 'https://pass.ryde-go.com/products/1N3XL4SYMV3Q'}
 {'text': 'tabiwa by WESTER', 'url': 'https://app.tabi-wester.westjr.co.jp/ticketList/?prefecture_id=9&category_id=transportation&region_id=20'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/ishikawa12.htm,ishikawa12.htm,69,2026-08-10 01:30:50.424840+00:00,子育て応援・白山スマイルきっぷ,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/ishikawa12.htm
ishikawa13,子育て応援・南加賀スマイルきっぷ,IRいしかわ鉄道,['IRいしかわ鉄道'],1,FALSE,hokusinetu,北信越,北信越,['北信越'],kikan,期間限定タイプ,期间限定,['デジタル'],FALSE,TRUE,period,2025/7/11  〜2027/3/31,2025/7/11,2027/3/31,400,100,100,大人：400円／小人：100円／中学生：200円,１日,1,2026年4月1日〜2027年3月31日,"2026年4月1日〜2027年3月31日の土日祝 
 
2026年4月1日〜2026年4月6日 
 
2026年4月27日〜2026年5月1日 
 
2026年7月21日〜2026年8月31日 
 
2026年12月21日〜2027年1月6日 
 
2027年3月22日〜2027年3月31日",,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/irishikawa13.gif'],,['大人券の利用は小学生または中学生との同時利用に限る。'],1,"加賀温泉,小松,松任,金沢,津幡 
 tabiwa RYDE PASS ジョルダン「乗換案内」 my route 
 マルチコピー機設置のセブンイレブン店舗",IRいしかわ鉄道 TEL:076-256-0560,,https://www.ishikawa-railway.jp/ticket/ticket_plan/,"[{'text': 'IRいしかわ鉄道', 'url': 'https://www.ishikawa-railway.jp/ticket/ticket_plan/'}
 {'text': 'RYDE PASS', 'url': 'https://pass.ryde-go.com/products/VGRJ2QSK6MRW'}
 {'text': 'tabiwa by WESTER', 'url': 'https://app.tabi-wester.westjr.co.jp/eticketDetails?ticket_id=N3001200'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/ishikawa13.htm,ishikawa13.htm,70,2026-08-10 01:30:50.424840+00:00,子育て応援・南加賀スマイルきっぷ,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/ishikawa13.htm
ishikawa14,子育て応援・全線スマイルきっぷ,IRいしかわ鉄道,['IRいしかわ鉄道'],1,FALSE,hokusinetu,北信越,北信越,['北信越'],kikan,期間限定タイプ,期间限定,['デジタル'],FALSE,TRUE,period,2025/7/11  〜2027/3/31,2025/7/11,2027/3/31,800,200,200,大人：800円／小人：200円／中学生：400円,１日,1,2026年4月1日〜2027年3月31日,"2026年4月1日〜2027年3月31日の土日祝 
 
2026年4月1日〜2026年4月6日 
 
2026年4月27日〜2026年5月1日 
 
2026年7月21日〜2026年8月31日 
 
2026年12月21日〜2027年1月6日 
 
2027年3月22日〜2027年3月31日",,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/irishikawa03.gif'],,['大人券の利用は小学生または中学生との同時利用に限る。'],1,"加賀温泉,小松,松任,金沢,津幡 
 tabiwa by WESTER RYDE PASS ジョルダン「乗換案内」 my route 
 マルチコピー機設置のセブンイレブン店舗",IRいしかわ鉄道 TEL:076-256-0560,,http://www.ishikawa-railway.jp/ticket/ticket_plan.html,"[{'text': 'IRいしかわ鉄道', 'url': 'http://www.ishikawa-railway.jp/ticket/ticket_plan.html'}
 {'text': 'RYDE PASS', 'url': 'https://pass.ryde-go.com/products/Q7RG1MS2Y28V'}
 {'text': 'tabiwa by WESTER', 'url': 'https://app.tabi-wester.westjr.co.jp/eticketDetails?ticket_id=N3001100'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/ishikawa14.htm,ishikawa14.htm,71,2026-08-10 01:30:50.424840+00:00,子育て応援・全線スマイルきっぷ,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/ishikawa14.htm
ishikawa102,鉄道の日お出かけ１日フリーきっぷ(能美根上〜金沢),IRいしかわ鉄道,['IRいしかわ鉄道'],1,FALSE,hokusinetu,北信越,北信越,['北信越'],kikan,期間限定タイプ,期间限定,['デジタル'],FALSE,TRUE,ended,終了,,,400,200,200,大人：400円／小人：200円,１日,1,2024年9月17日〜2024年10月14日,2024年10月12日〜2024年10月14日,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/irishikawa102.gif'],,[],0,RYDE PASS,IRいしかわ鉄道 TEL:076-256-0560,,https://pass.ryde-go.com/products/QV304YSZEK89,"[{'text': 'RYDE PASS', 'url': 'https://pass.ryde-go.com/products/QV304YSZEK89'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/ishikawa102.htm,ishikawa102.htm,72,2026-08-10 01:30:50.424840+00:00,鉄道の日お出かけ１日フリーきっぷ（能美根上〜金沢）,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/ishikawa102.htm
ishikawa103,鉄道の日お出かけ１日フリーきっぷ(能美根上〜大聖寺),IRいしかわ鉄道,['IRいしかわ鉄道'],1,FALSE,hokusinetu,北信越,北信越,['北信越'],kikan,期間限定タイプ,期间限定,['デジタル'],FALSE,TRUE,ended,終了,,,400,200,200,大人：400円／小人：200円,１日,1,2024年9月17日〜2024年10月14日,2024年10月12日〜2024年10月14日,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/irishikawa103.gif'],,[],0,RYDE PASS,IRいしかわ鉄道 TEL:076-256-0560,,https://pass.ryde-go.com/products/Z7RQWVS4Q4RN,"[{'text': 'RYDE PASS', 'url': 'https://pass.ryde-go.com/products/Z7RQWVS4Q4RN'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/ishikawa103.htm,ishikawa103.htm,73,2026-08-10 01:30:50.424840+00:00,鉄道の日お出かけ１日フリーきっぷ（大聖寺〜能美根上）,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/ishikawa103.htm
ishikawa121,ゴールデンウィークお出かけ1日フリーきっぷ(野々市〜倶利伽羅),IRいしかわ鉄道,['IRいしかわ鉄道'],1,FALSE,hokusinetu,北信越,北信越,['北信越'],kikan,期間限定タイプ,期间限定,['デジタル'],FALSE,TRUE,ended,終了,,,400,,400,大人：400円／小人：-円,１日,1,2025年4月25日〜2025年5月11日,2025年4月26日〜2025年5月11日,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/irishikawa101.gif'],,[],0,RYDE PASS,IRいしかわ鉄道 TEL:076-256-0560,,https://www.ishikawa-railway.jp/news/983,"[{'text': 'IRいしかわ鉄道', 'url': 'https://www.ishikawa-railway.jp/news/983'}
 {'text': 'RYDE PASS', 'url': 'https://pass.ryde-go.com/products/D132L4SWLWRV'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/ishikawa121.htm,ishikawa121.htm,74,2026-08-10 01:30:50.424840+00:00,ゴールデンウィークお出かけ1日フリーきっぷ（野々市〜倶利伽羅）,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/ishikawa121.htm
ishikawa122,ゴールデンウィークお出かけ1日フリーきっぷ(能美根上〜金沢),IRいしかわ鉄道,['IRいしかわ鉄道'],1,FALSE,hokusinetu,北信越,北信越,['北信越'],kikan,期間限定タイプ,期间限定,['デジタル'],FALSE,TRUE,ended,終了,,,400,,400,大人：400円／小人：-円,１日,1,2025年4月25日〜2025年5月11日,2025年4月26日〜2025年5月11日,,['https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/map/irishikawa102.gif'],,[],0,RYDE PASS,IRいしかわ鉄道 TEL:076-256-0560,,https://www.ishikawa-railway.jp/news/983,"[{'text': 'IRいしかわ鉄道', 'url': 'https://www.ishikawa-railway.jp/news/983'}
 {'text': 'RYDE PASS', 'url': 'https://pass.ryde-go.com/products/KGR5L0SZQ48J'}]",,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/ishikawa122.htm,ishikawa122.htm,75,2026-08-10 01:30:50.424840+00:00,ゴールデンウィークお出かけ1日フリーきっぷ（能美根上〜金沢）,,,,https://www2s.biglobe.ne.jp/~t_aoyagi/railway/free/ishikawa122.htm
